YEAR,ST_CASE,STATENAME,NUM_PEDS,NUM_VEHC,PERSONS,MONTHNAME,DAYNAME,DAY_WEEKNAME,HOUR,ROAD_NAME,ROUTENAME,RUR_URBNAME,FUNC_SYSNAME,RD_OWNERNAME,MILE_MARKER,LATITUDE,LONGITUD,HARM_EVNAME,COLLISION_TYPE,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LGT_CONDNAME,WEATHERNAME,SCH_BUS,HIT_RUN,MOD_YEAR,DEATHS,DR_DRINK,COUNTYNAME,CITYNAME
2015,10034,Georgia,0,2,3,November,18,Wednesday,19,SR-11,State Highway,Urban,Principal Arterial - Other,State Highway Agency,72.0,34.12311389,-83.60515556,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Dark - Not Lighted,Rain,0,0,2007.0,0,1,NOT AVAILABLE,NOT AVAILABLE
2015,10034,Georgia,0,2,3,November,18,Wednesday,19,SR-11,State Highway,Urban,Principal Arterial - Other,State Highway Agency,72.0,34.12311389,-83.60515556,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Dark - Not Lighted,Rain,0,0,2008.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10034,Georgia,0,2,3,November,18,Wednesday,19,SR-11,State Highway,Urban,Principal Arterial - Other,State Highway Agency,72.0,34.12311389,-83.60515556,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Dark - Not Lighted,Rain,0,0,2003.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10034,Georgia,0,2,3,November,18,Wednesday,19,SR-11,State Highway,Urban,Principal Arterial - Other,State Highway Agency,72.0,34.12311389,-83.60515556,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Dark - Not Lighted,Rain,0,0,2007.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10034,Georgia,0,2,3,November,18,Wednesday,19,SR-11,State Highway,Urban,Principal Arterial - Other,State Highway Agency,72.0,34.12311389,-83.60515556,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Dark - Not Lighted,Rain,0,0,2009.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10034,Georgia,0,2,3,November,18,Wednesday,19,SR-11,State Highway,Urban,Principal Arterial - Other,State Highway Agency,72.0,34.12311389,-83.60515556,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Dark - Not Lighted,Rain,0,0,2008.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10035,Georgia,0,2,5,November,19,Thursday,8,KENNESAW DUE WEST,Local Street - Municipality,Urban,Minor Collector,City or Municipal Highway Agency,0.0,34.00516111,-84.62086944,Motor Vehicle In-Transport,Front-to-Front,Not an Intersection,On Roadway,,Daylight,Clear,1,1,2004.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10035,Georgia,0,2,5,November,19,Thursday,8,KENNESAW DUE WEST,Local Street - Municipality,Urban,Minor Collector,City or Municipal Highway Agency,0.0,34.00516111,-84.62086944,Motor Vehicle In-Transport,Front-to-Front,Not an Intersection,On Roadway,,Daylight,Clear,1,0,2008.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10036,Georgia,1,1,1,November,19,Thursday,16,CR-FLOWERS ROAD,County Road,Urban,Local,County Highway Agency,12.0,33.87323056,-84.26948889,Pedestrian,Not a Collision with Motor Vehicle In-Transport,T-Intersection,On Roadway,,Daylight,Clear,0,0,1992.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10036,Georgia,1,1,1,November,19,Thursday,16,CR-FLOWERS ROAD,County Road,Urban,Local,County Highway Agency,12.0,33.87323056,-84.26948889,Pedestrian,Not a Collision with Motor Vehicle In-Transport,T-Intersection,On Roadway,,Daylight,Clear,0,0,2012.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10037,Georgia,0,4,6,November,19,Thursday,9,PEACHTREE INDUSTRIAL BLVD.,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,12.0,34.02029722,-84.16036111,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Daylight,Clear,0,0,2007.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10038,Georgia,1,1,1,November,20,Friday,17,HAWTHORNE AVENUE,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,21.0,33.95358889,-83.41038333,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Four-Way Intersection,On Roadway,,Dark - Not Lighted,Clear,0,0,2012.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10039,Georgia,1,1,1,November,20,Friday,21,UNIVERSITY AVENUE,Local Street - Municipality,Urban,Minor Collector,City or Municipal Highway Agency,61.0,33.72177778,-84.39303611,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Dark - Lighted,Clear,0,0,2003.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10040,Georgia,0,2,5,November,20,Friday,19,PEACHTREE INDUSTRIAL BLVD.,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,24.0,33.96791389,-84.19554444,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Dark - Lighted,Clear,0,0,2013.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10041,Georgia,0,1,1,November,20,Friday,11,CR-FAIRVIEW ROAD,County Road,Urban,Minor Arterial,County Highway Agency,40.0,33.60690278,-84.17583889,Mail Box,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Daylight,Cloudy,0,0,2001.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10042,Georgia,0,1,3,November,21,Saturday,14,CR-FERGUSON PLACE,County Road,Urban,Local,County Highway Agency,9.0,34.05610556,-84.83004722,Fell/Jumped from Vehicle,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2006.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10043,Georgia,0,1,2,November,21,Saturday,14,CR-PILKENTON ROAD,County Road,Rural,Local,County Highway Agency,0.0,32.99856667,-84.46412778,Culvert,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Daylight,Cloudy,0,0,1994.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10044,Georgia,0,2,2,November,22,Sunday,13,SR-419,State Highway,Urban,Principal Arterial - Other,State Highway Agency,63.0,34.51719167,-83.55012222,Motor Vehicle In-Transport,Sideswipe - Same Direction,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2006.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10045,Georgia,0,1,1,November,22,Sunday,2,CR-JONESBORO ROAD,County Road,Urban,Principal Arterial - Other,County Highway Agency,31.0,33.45935278,-84.19471111,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Dark - Not Lighted,Cloudy,0,0,1999.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10046,Georgia,0,1,1,November,22,Sunday,24,SR-49,State Highway,Rural,Principal Arterial - Other,County Highway Agency,92.0,32.59458611,-83.81635833,Tree (Standing Only),Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Median,,Dark - Unknown Lighting,Clear,0,0,2000.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10047,Georgia,0,2,3,November,23,Monday,15,SR-520,State Highway,Rural,Principal Arterial - Other,State Highway Agency,96.0,32.30026667,-84.78031667,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Daylight,Clear,0,0,2003.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10048,Georgia,0,1,1,November,23,Monday,12,CR-WILD PANSY WAY,County Road,Rural,Local,County Highway Agency,342.29392173189007,34.48456111,-84.27086667,Tree (Standing Only),Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Unknown,Clear,0,0,2013.0,2,0,NOT AVAILABLE,NOT AVAILABLE
2015,10049,Georgia,1,1,1,November,23,Monday,11,SR-8,State Highway,Urban,Principal Arterial - Other,State Highway Agency,12.0,33.78608056,-84.49133611,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2003.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10049,Georgia,1,1,1,November,23,Monday,11,SR-8,State Highway,Urban,Principal Arterial - Other,State Highway Agency,12.0,33.78608056,-84.49133611,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Daylight,Clear,0,0,1986.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10050,Georgia,1,1,1,November,23,Monday,11,CR-SUGARLOAF PARKWAY,County Road,Urban,Principal Arterial - Other,County Highway Agency,97.0,33.93472778,-84.02963611,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Four-Way Intersection,On Roadway,,Daylight,Clear,0,0,2009.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10051,Georgia,2,1,1,November,24,Tuesday,5,SR-23,State Highway,Rural,Major Collector,State Highway Agency,4.0,30.36792778,-82.14010556,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,0,0,2002.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10051,Georgia,2,1,1,November,24,Tuesday,5,SR-23,State Highway,Rural,Major Collector,State Highway Agency,4.0,30.36792778,-82.14010556,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,0,0,2006.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10052,Georgia,0,1,1,November,24,Tuesday,15,SR-257,State Highway,Urban,Minor Arterial,State Highway Agency,5.0,32.02558333,-83.71971111,Other Fixed Object,Not a Collision with Motor Vehicle In-Transport,Y-Intersection,On Roadside,,Daylight,Clear,0,0,2011.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10053,Georgia,1,1,3,November,24,Tuesday,18,CR-FULTON INDUSTRIAL BLVD.,County Road,Urban,Minor Arterial,City or Municipal Highway Agency,314.0,33.769275,-84.52127222,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,Construction,Dark - Lighted,Clear,0,0,2010.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10054,Georgia,0,1,1,November,24,Tuesday,21,CR-E. MACEDONIA CHURCH ROAD,County Road,Urban,Local,County Highway Agency,10.0,33.66988611,-83.84825833,Tree (Standing Only),Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,0,0,2004.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10054,Georgia,0,1,1,November,24,Tuesday,21,CR-E. MACEDONIA CHURCH ROAD,County Road,Urban,Local,County Highway Agency,10.0,33.66988611,-83.84825833,Tree (Standing Only),Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,0,0,2002.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10055,Georgia,0,2,4,November,26,Thursday,14,W. 4TH STREET EXT.,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,342.29392173189007,31.58360278,-82.51398889,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Daylight,Clear,0,1,2004.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10056,Georgia,0,2,3,November,26,Thursday,22,SR-293,State Highway,Urban,Minor Collector,State Highway Agency,140.0,34.24503056,-84.91770278,Motor Vehicle In-Transport,Front-to-Front,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,0,0,2015.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10057,Georgia,0,6,13,November,26,Thursday,12,I-285,Interstate,Urban,Interstate,State Highway Agency,48.0,33.90213056,-84.27240556,Motor Vehicle In-Transport,Sideswipe - Same Direction,Not an Intersection,On Roadway,,Daylight,Clear,0,0,1995.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10057,Georgia,0,6,13,November,26,Thursday,12,I-285,Interstate,Urban,Interstate,State Highway Agency,48.0,33.90213056,-84.27240556,Motor Vehicle In-Transport,Sideswipe - Same Direction,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2012.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10057,Georgia,0,6,13,November,26,Thursday,12,I-285,Interstate,Urban,Interstate,State Highway Agency,48.0,33.90213056,-84.27240556,Motor Vehicle In-Transport,Sideswipe - Same Direction,Not an Intersection,On Roadway,,Daylight,Clear,0,0,1996.0,0,0,NOT AVAILABLE,NOT AVAILABLE
